SUBJECT,GAME,WINDOW_INDEX,AF3_Delta_Power,AF3_Theta_Power,AF3_Alpha_Power,AF3_Beta_Power,AF4_Delta_Power,AF4_Theta_Power,AF4_Alpha_Power,AF4_Beta_Power,F3_Delta_Power,F3_Theta_Power,F3_Alpha_Power,F3_Beta_Power,F4_Delta_Power,F4_Theta_Power,F4_Alpha_Power,F4_Beta_Power,F7_Delta_Power,F7_Theta_Power,F7_Alpha_Power,F7_Beta_Power,F8_Delta_Power,F8_Theta_Power,F8_Alpha_Power,F8_Beta_Power,FC5_Delta_Power,FC5_Theta_Power,FC5_Alpha_Power,FC5_Beta_Power,FC6_Delta_Power,FC6_Theta_Power,FC6_Alpha_Power,FC6_Beta_Power,O1_Delta_Power,O1_Theta_Power,O1_Alpha_Power,O1_Beta_Power,O2_Delta_Power,O2_Theta_Power,O2_Alpha_Power,O2_Beta_Power,P7_Delta_Power,P7_Theta_Power,P7_Alpha_Power,P7_Beta_Power,P8_Delta_Power,P8_Theta_Power,P8_Alpha_Power,P8_Beta_Power,T7_Delta_Power,T7_Theta_Power,T7_Alpha_Power,T7_Beta_Power,T8_Delta_Power,T8_Theta_Power,T8_Alpha_Power,T8_Beta_Power
1,1,11,0.15432157265279964,0.06874334616865113,0.04190688100159878,0.6189219317529224,0.11249663270791657,0.08053714081727815,0.07271635900703996,0.509438315171098,0.3727316106759845,0.03716119380835581,0.03121487271592556,0.3502677074366999,0.8986791237615516,0.039560905899304666,0.04515899361497637,0.42088029677320676,0.3475757784610944,0.10804242455572505,0.06548951090217146,0.4828857252682781,0.17748372234601573,0.06300201385377804,0.06891265173271659,0.5726687326546286,0.20330800977543617,0.07009645033266376,0.051974722350555905,0.521219268248341,0.10028612441174732,0.11094317942200091,0.08776240237889027,0.603837742576624,0.16285336394433525,0.06532888404013384,0.06971016928619159,0.5624902693110099,0.2818466006266117,0.09400520524276551,0.06279304259721046,0.4226882185307266,0.3148944660905185,0.03178846309979386,0.035325669857226474,0.2456176747844702,0.11644459595735869,0.07314356359021823,0.06717823095151683,0.601062139605427,0.11707080179678049,0.03189506568323458,0.027466927368263665,0.2320825570561627,0.13352037175386805,0.07220457804487859,0.0470395499968555,0.6480838615874889
1,1,12,0.09887329653907105,0.0524728345720353,0.04936531714510777,0.55192521510575,0.10815737162487635,0.0635049921811705,0.06156544506394596,0.5276276157506112,0.06052900689643884,0.0551122068187844,0.040561823015985383,0.5747336793226138,0.08648760431080552,0.04690296417718042,0.0651089324035687,0.7006561665439158,0.22011792831091392,0.08828927933643413,0.08115524420659359,0.500462373343304,0.25586951169727135,0.07646404079855648,0.0239562515307254,0.4832661683140449,0.08190670989072901,0.06010262368014694,0.04284161574331356,0.4876675039016301,0.11098570589162676,0.09330656030491605,0.05358639951916915,0.5288457407295758,0.081813117729191,0.038138579397556535,0.03773450928110789,0.3599123295239855,0.23666371635531447,0.0728389609993597,0.039920231344497695,0.3680291241100515,0.5223857934304648,0.03970458079679014,0.02059114203619706,0.19025487848283393,0.10774513797359069,0.05726555891040996,0.053148653468422125,0.45690497877135194,0.19159568961211038,0.025618771634662845,0.022787048289748296,0.32566051938019447,0.15578644466021568,0.050221929700438886,0.054206230107689435,0.63619049991332
1,1,13,0.09978147263633726,0.08462129385823286,0.1217459158613569,0.36429341340969845,0.08087308541858594,0.034892336996086265,0.053026813716196906,0.4717614990849991,0.2805202637975889,0.06391314825765261,0.04284367011100916,0.5553092207482888,0.10322423244015677,0.07924262842277645,0.05972547149916511,0.7075425205103469,0.2225556054872308,0.06850480291070371,0.06031004413402396,0.4739763624817878,0.24562083781138755,0.09388761504824081,0.05575868163079742,0.47630331069754356,0.08093091054545815,0.0714649488396735,0.054456563839000376,0.488555767358436,0.18632612813148555,0.11414457283393888,0.0467344851905339,0.49673979126359236,0.14010421592337177,0.0950440148206594,0.08438057473948614,0.5372820052989329,0.2515727075897325,0.12264177698402229,0.04569226070175583,0.45339398541522014,0.17701443629929803,0.0751163532885932,0.030929782204089568,0.279622718298212,0.11898547526246012,0.08231737127333273,0.07303145436435615,0.3713395016208807,0.19428146371794977,0.045268984611312346,0.03608886422445092,0.401569091251637,0.1083077943511536,0.08384707295867491,0.05615486238338205,0.614093185136739
1,1,14,0.20420212970565516,0.1155959924228531,0.07248917978506009,0.46239244505935084,0.14984482943700111,0.04762639170150028,0.10796573901278894,0.5061185664230718,0.21515313764605884,0.07869826554729764,0.049457390244653475,0.4489631436839208,0.06769397859101475,0.0660892580896821,0.06845166881129452,0.6167977138503947,0.11547003721590361,0.09714188179460559,0.072817291725613,0.49365175214134227,0.20109992954271824,0.1390020586831831,0.03374355517307011,0.49192218584597136,0.09734731329469251,0.13177624390269127,0.05821257502027112,0.5402214080672324,0.27690058837021697,0.11389517462920251,0.10157669772639931,0.5491765886224077,0.2594218839738312,0.07546275040873653,0.050760018550852826,0.431295721245396,0.16918997974548344,0.20116815442547414,0.10525485023646036,0.5189516301249902,0.32097487185859097,0.09453733325444783,0.07674709978646974,0.4534490197475891,0.21646287783572585,0.1006978105087741,0.08167291440981543,0.42077057077549196,0.11872645207329557,0.056591075285319446,0.059555047774494656,0.5533600858314188,0.10217215831064282,0.07628560281282179,0.06221139565462158,0.49407490829431083
1,1,15,0.18077897503331325,0.12323413167027457,0.06638431750214834,0.34053346387143746,0.08350655128875249,0.06285549037295934,0.07414812733066584,0.6580817611617288,0.07631072932238883,0.07280577691759264,0.054783887638247535,0.5930240891003404,0.053406575532619474,0.0798493734667101,0.05551180419289423,0.64312002527039,0.3596358391880971,0.08333125502975791,0.03597095742134567,0.4475751356329929,0.21181666298386664,0.0810905459378628,0.05396582013745228,0.5754732407143107,0.10776347936529006,0.11642594944348944,0.04980451836310432,0.5759773384927971,0.10942825627311635,0.11739409938847711,0.06681223300168003,0.5658718438980589,0.09483852962743804,0.07713507447594603,0.05967820491638927,0.5154810571429734,0.11674783497755274,0.12363119474489787,0.06580773522068374,0.4921538131125526,0.21497789210319182,0.07355205020903713,0.05543615013004957,0.40394258936502897,0.14637753605300183,0.05880023436880945,0.08539605843660113,0.39357095822236454,0.12643659726636644,0.048331513617192505,0.03339698706767852,0.48822494659215404,0.24661878052041994,0.09593667094442224,0.042265331494197415,0.48545903184938444
1,1,16,0.09472624971412755,0.06531097080870744,0.09134571869095144,0.3469419231339055,0.07969338536836332,0.04560720270410136,0.08255372390570082,0.49207273992261286,0.12244198089504069,0.029654145387633384,0.04787747923862333,0.5007952352802307,0.06609664272707154,0.06768803188415673,0.06227869341830632,0.6630931215831668,0.13746257416114144,0.07706231057667935,0.05230636076379319,0.5588134686481875,0.2223567988809291,0.08373464030868377,0.059871891099187544,0.5548178796662258,0.06985030799827992,0.07655038050587225,0.05731377979653169,0.5577732152896436,0.08007104475251221,0.08364356507130974,0.10892447395668772,0.5835679705796107,0.06778305691683358,0.05620113214767049,0.06395714919953321,0.4780467937162528,0.12758483200818452,0.06488331932191302,0.07575057406740117,0.4737634442702911,0.7544692226544091,0.05335591941183601,0.03844576149728022,0.2484730939030131,0.1074341049389595,0.0668102873280603,0.06950098237870363,0.4138820524107429,0.1036646575400346,0.04352297947618265,0.05621949106277385,0.5083689145267473,0.10111941891477047,0.09785419455841501,0.04984480991414296,0.621303809875244
1,1,17,0.10297985760785593,0.14227913892992333,0.1027132625014448,0.3960357873284298,0.07901752856036659,0.08480640569166872,0.09366326929843849,0.7238463195881562,0.13270056864914995,0.08346119066391884,0.07009398338795389,0.700176577023973,0.0626394648631838,0.12609799012054912,0.06347545087670681,0.7193449448224614,0.2622626584219892,0.11239657437067839,0.05509428296294382,0.4150878614232145,0.15727058125446872,0.09780125251788474,0.045165806381600886,0.5875202483140297,0.1025093025977414,0.08666646967651032,0.08159715575317704,0.6436271479693257,0.13830756123293944,0.1005002052790037,0.10396955263987707,0.5857823468263317,0.10136004140491137,0.10079912825085821,0.07810981357261793,0.48250618052153593,0.18274512478454327,0.1093259082145902,0.08965530356789962,0.5561125602408002,0.2441455487436046,0.07159282363426214,0.05942772373940324,0.4029510093750744,0.1255734787003381,0.08371937508151406,0.12245360917809063,0.43110845752134713,0.1873858601479396,0.018871468779252325,0.012104279085930546,0.12200291487069029,0.12940010698929283,0.1461696071185683,0.07507612690400368,0.5401121721741131
1,1,18,0.30281338814098735,0.08998663684165037,0.047972823825624074,0.2965636761207078,0.3288730148939112,0.05447479669768294,0.06259419370678203,0.529147244504874,0.1879539033751502,0.04740003709898202,0.04700597038387992,0.4212148946913029,0.23291795413231173,0.08468468592036116,0.036089175884744834,0.4864148794285817,0.2758585537603038,0.10620026215124094,0.03881294538647372,0.45392074681638694,0.26191530860152423,0.0695072706535188,0.042379003626737015,0.49092671257054254,0.18659449874396894,0.04497476048603995,0.04412532543393657,0.4598198295474939,0.19042454281460272,0.11130568612960873,0.029605076253421573,0.5642807201117179,0.5469049008868448,0.057903499600636565,0.03589382521832399,0.39222774620213546,0.3481858236516476,0.10929772720313907,0.025737198317684357,0.46661994475296653,0.30924443662197865,0.09927376987476234,0.020734277699759045,0.4339900960124069,0.36078592119253367,0.09427211108683346,0.05998143770396998,0.3531353751717837,0.4870501591376716,0.03319230310573057,0.02255502032475816,0.2458489081971219,0.20389259216357886,0.15157092557850518,0.049393388426249844,0.49357247960413253
1,1,19,0.16537342994142182,0.08071340551079786,0.07663349445288614,0.2992110484149106,0.10122780173981422,0.08307969874288568,0.07040924188495953,0.4537126396895214,0.07963879197753071,0.034783970637241035,0.06168607617116117,0.43401669579427365,0.08721688215389274,0.08342678599011852,0.04723589547616714,0.49385167485332643,0.17923514725900866,0.09256519459138313,0.06354439516048961,0.33548575064447117,0.13870379671335806,0.08686539123702684,0.05554715259757842,0.5717282020762946,0.09098834671153642,0.050645772598942165,0.05049126867782745,0.4949416556655857,0.09905145150613379,0.07480856558560241,0.06882620085171684,0.5855297298919783,0.16805239631759675,0.03413458832351847,0.033571736382982255,0.2199361719450903,0.13700467092871685,0.09393831870292324,0.06276200331704027,0.4573465688459186,0.3043853620712501,0.07373439943996038,0.05070544537257173,0.38536590070986476,0.11861297673742474,0.0817855372564982,0.08642645056091972,0.3796735594875062,0.20724688936633465,0.043123408347684876,0.036584055729875435,0.38519813935489566,0.14113095949577206,0.1606555482415379,0.05442639104332181,0.4029769729394106
1,1,20,0.1562939878223003,0.07976296679226985,0.055255981447021575,0.2973328958293391,0.11177776426743069,0.06577080536999189,0.072152430769468,0.5499265089032537,0.12107928233672646,0.037649748743234325,0.04734649291002871,0.47515794776380277,0.07568407960089756,0.12608198518362942,0.05343807835046775,0.6021640908932041,0.39109824449703734,0.08943361326887697,0.055275641542175596,0.4175181530245437,0.25643512723043266,0.08212413679925572,0.07227959329805553,0.5881270502017487,0.1798472412908197,0.03671172727125367,0.08615122479853926,0.604442757034306,0.503569385103582,0.09333111930237895,0.08187966699019604,0.472937893565495,0.04946650456274485,0.04905258550598059,0.05733242312657893,0.43712665094508735,0.09218348763996438,0.0906179327672331,0.06713822815186739,0.4893058308541761,0.08070047575653509,0.1068669517454077,0.09353508518369717,0.6051946727194316,0.1094232370292677,0.07212550620545663,0.11300654735956595,0.4310337400400692,0.14237961131335752,0.06413866085967006,0.03049063468216736,0.5812999905447197,0.11827530186258704,0.1595171995941681,0.053946395060508946,0.46309518814055955
1,1,21,0.20599508618203782,0.06312980235668948,0.06386463746147979,0.27363710365970645,0.07885250681039624,0.05552088273968431,0.06628451145365503,0.36331081850925295,0.2352837275574322,0.03500044343373813,0.04639553102861118,0.4130330679144625,0.05850328271554804,0.09640105867263694,0.07236296817155581,0.5444235964789493,0.1124828196312264,0.0915607109755563,0.06150927693372893,0.30218106496252223,0.136300645273297,0.05399659946631027,0.08008139098058231,0.5346084121493584,0.10765092493170804,0.03589584884115748,0.07031337556937294,0.4621401844874405,0.07483675366242863,0.07813394751677863,0.061579851364543414,0.5655684675556607,0.11096472914757076,0.04040865998659325,0.03434852929465063,0.2681880934367935,0.2715626321491825,0.09098426693162173,0.05548614988825575,0.4206946670425471,0.5502669007593829,0.06852659398334016,0.04300595852185174,0.3510302866177724,0.12081304471092887,0.08692029992787571,0.1393410279231335,0.3871185807730834,0.13850393295275862,0.03863485499822739,0.04682590275698068,0.4667119008654993,0.0641479536478394,0.22005856766486456,0.03978123001402153,0.3366423391210328
1,1,22,0.1902375598705222,0.10675064626061617,0.05459228387690424,0.35517133799217554,0.11024712409305179,0.058788124035521874,0.07641828034063079,0.41262012844910295,0.07591399228644836,0.04736809159440615,0.03989200574909661,0.5424138629416801,0.04110021771295789,0.08853647846802758,0.08086291030273604,0.5407593499231975,0.3750721600156683,0.13113368405679077,0.0626948670391237,0.32818140132843815,0.2321613611861665,0.0835212386356424,0.08454771513845206,0.5388337288658347,0.14517742322582247,0.04766489943093665,0.07938477706858077,0.5659897745922974,0.12692575946327353,0.12347669765640139,0.04546826612854435,0.6306127048542738,0.0749103421526818,0.047141044012033465,0.07451900906755125,0.3287268774335911,0.1160823917852147,0.09875471921156213,0.026904013608898825,0.41326324615520554,0.12554979127751706,0.11568837555105885,0.03522403107161065,0.42487253885555876,0.1336032673387251,0.06451369391750089,0.17873528301900082,0.3590298758548658,0.11982471030298186,0.03748425980163801,0.04022954555646242,0.5164685284105418,0.11308371316818999,0.19481375352244132,0.0682837996763272,0.36747665133735674
1,1,23,0.3614086006861869,0.06314435551897367,0.04547746605650686,0.26804311577937673,0.12209741845556307,0.06692474967108056,0.06129603899441677,0.39718038274274997,0.2186435770194153,0.030287156237525953,0.048745747933988066,0.33754182628939156,0.15600640120609344,0.10976619488595099,0.04347349080518842,0.3805457576992243,0.7910996493410671,0.004440622691411673,0.0018684105953480534,0.005367026796991787,0.2056972933525018,0.06396026407957658,0.06248273608906711,0.4425988035119581,0.6352539583076977,0.008720613868677209,0.017325330129952115,0.11800212603948357,0.2086761566320605,0.08124236855640735,0.01812850311203618,0.4856304015998344,0.3271040974164756,0.027615526167148522,0.03563691562965609,0.19481975917368544,0.25749462218078395,0.08308922525530091,0.018824660204826267,0.3870330217209497,0.13641013251012274,0.05705720198964698,0.014411703013409697,0.29767061566659603,0.26101256437622283,0.04739024659017509,0.08935404766080698,0.3236559433195018,0.2765174669364041,0.030942880086791878,0.019862739472358785,0.26642486038142693,0.13989485746366792,0.16503888881296722,0.0391215876775324,0.32910300515676216
1,1,24,0.1883207282600262,0.07333603165552066,0.08873013554882937,0.39199190394642297,0.05039786175605928,0.05644085435675226,0.0389273046045883,0.3624164337038634,0.06001221516933998,0.03404120428688625,0.05580991999275038,0.44161303223526016,0.04796640174241589,0.08725643542413648,0.0556449524208058,0.5089681509227522,0.7968469933648125,0.0038687137810485906,0.0016909343346919866,0.007376865273118096,0.12085370539371525,0.05852589789253371,0.08045029994721103,0.5345488557784025,0.14302533901556105,0.06740970306726676,0.06631439108698156,0.507499163799139,0.08432205414714218,0.09213629929610137,0.03819014808486258,0.6279532503608015,0.09745603006890072,0.07719342177733265,0.0999891844253659,0.5195446869871234,0.17618403738632202,0.13215974953924275,0.032568225212368185,0.533524895037477,0.17901466342095562,0.07967734219120688,0.029091129733395695,0.42243896244577395,0.14616991905010068,0.06792695948603161,0.11741227456003017,0.4181340102769821,0.22002848721935714,0.04922921971021871,0.03004504461721465,0.36728929895248236,0.10254757345386648,0.1473802047717565,0.03640726817246705,0.30558411958872744
1,2,1,0.07986329869161037,0.08157200658834843,0.06015683627753519,0.28681337354972103,0.04850157531574596,0.08866775654492685,0.03642254755277868,0.3649499625298853,0.0598525141828785,0.056567157115125465,0.02323727994921752,0.36554175825852253,0.05343438640576722,0.04395815767315753,0.02690144349841261,0.4770540258190702,0.08268753858602389,0.03629004098307264,0.06634970489381396,0.54374137544786,0.09727936250652093,0.0952727713551435,0.029827024606126615,0.6323776295515011,0.057240285507184366,0.05128586280516105,0.02531539943805354,0.45419468873923263,0.06739156504988049,0.08155098101588695,0.01633482228320448,0.5414126106116761,0.0855004239023948,0.05784064524827466,0.024712018314666278,0.22661260768940603,0.2753856479183867,0.11745972710941843,0.022092125143434647,0.4393146312736478,0.07809860512812368,0.06743589702991361,0.024011703798395678,0.2928821271148045,0.08389302127819018,0.058747871903674975,0.04445044072191253,0.215549794930338,0.1166072717532775,0.030231410376081302,0.03255600834722519,0.42052151781276625,0.06844121250723458,0.08063821689294404,0.0432831041285202,0.4611387260457634
