SUBJECT,GAME,AF3_Delta_Power,AF3_Theta_Power,AF3_Alpha_Power,AF3_Beta_Power,AF4_Delta_Power,AF4_Theta_Power,AF4_Alpha_Power,AF4_Beta_Power,F3_Delta_Power,F3_Theta_Power,F3_Alpha_Power,F3_Beta_Power,F4_Delta_Power,F4_Theta_Power,F4_Alpha_Power,F4_Beta_Power,F7_Delta_Power,F7_Theta_Power,F7_Alpha_Power,F7_Beta_Power,F8_Delta_Power,F8_Theta_Power,F8_Alpha_Power,F8_Beta_Power,FC5_Delta_Power,FC5_Theta_Power,FC5_Alpha_Power,FC5_Beta_Power,FC6_Delta_Power,FC6_Theta_Power,FC6_Alpha_Power,FC6_Beta_Power,O1_Delta_Power,O1_Theta_Power,O1_Alpha_Power,O1_Beta_Power,O2_Delta_Power,O2_Theta_Power,O2_Alpha_Power,O2_Beta_Power,P7_Delta_Power,P7_Theta_Power,P7_Alpha_Power,P7_Beta_Power,P8_Delta_Power,P8_Theta_Power,P8_Alpha_Power,P8_Beta_Power,T7_Delta_Power,T7_Theta_Power,T7_Alpha_Power,T7_Beta_Power,T8_Delta_Power,T8_Theta_Power,T8_Alpha_Power,T8_Beta_Power
3,3,0.3033093172536898,0.09187262053763504,0.045615392252397295,0.514063115468329,0.1560780351226096,0.09116483439780568,0.05705448610483651,0.5788284697708115,0.1215653234786846,0.08022837782033462,0.0422559051178711,0.6730637736456692,0.11280721908516333,0.10961734242733409,0.05949561763502013,0.6113078890336819,0.1977318679809519,0.1339922601771541,0.06691286026684101,0.5230520709246116,0.36699391117492847,0.13505851227791005,0.06326028784467705,0.4068540395128485,0.1566696171819764,0.11352373614000377,0.07494551084167086,0.5863045041916453,0.06967443293037195,0.05182401769841059,0.05142158676214014,0.7888303169901509,0.19394875524823732,0.11536270308071739,0.05518583741840845,0.5538198404998742,0.1565628731107316,0.054769356034815905,0.05220924831097807,0.6578861736541404,0.16154028919704777,0.11487814822098938,0.073199671734314,0.5850733162435817,0.3500151908788719,0.09092996054275951,0.047910854158909034,0.26323838335500127,0.13431637640265393,0.08954694493209461,0.07853942889368457,0.6204681287167658,0.11514432876586587,0.13137467316564477,0.08594377673483981,0.5519421078573206
3,4,0.23583864257393955,0.07848069418490984,0.042841417408801895,0.5414522544342173,0.26519950913100354,0.07448503389439326,0.041347392801544834,0.4694387507562527,0.1982567771735506,0.05116433306136894,0.04070097917062019,0.39539929967455145,0.2046058770159646,0.08607711050538976,0.04042465722330267,0.3573732197602203,0.24437043469022082,0.0648020497930572,0.04010681503401454,0.476743739668564,0.6415464487236691,0.045512286082977214,0.02298227209196133,0.13120700080854,0.23446790115841443,0.11353125649455367,0.05910787268431602,0.47020406441782564,0.1355443659630218,0.05889532341850363,0.04446754905492912,0.7057808629604624,0.30974813801389367,0.10192198624270223,0.05712157250948331,0.3627967188340192,0.17034475851140257,0.0637059106085397,0.04663227432559092,0.6264674374895631,0.4110025850651931,0.05466687655147075,0.02465121234822838,0.21111655412563168,0.4730652377013269,0.07919419713567963,0.04316294182544446,0.2298098654807836,0.32603189449166536,0.04971139253928945,0.04111858382755514,0.4008404972425353,0.18637778178538478,0.06224128132539639,0.057170930792235,0.5427247056389792
4,1,0.14186108727367697,0.10985006010538256,0.07304423211983752,0.6397236427988977,0.07998711269584285,0.05960890842405824,0.08136544816207368,0.7231619613921147,0.07902164449987846,0.06751660908824139,0.09057555458545745,0.696158052746509,0.06667130089399328,0.06621907818619874,0.10607818517776313,0.7025228951624187,0.25164749573195455,0.10730018574560152,0.12815039038188325,0.4232005652433625,0.25824306415241083,0.12885797028451187,0.1475102209328312,0.39131140197543945,0.19976558048900656,0.12250083905944276,0.15664274745675877,0.4745302097623509,0.07424555593737804,0.05775046492405555,0.10607443438604838,0.7035119775519146,0.1902351159868363,0.14360072805333665,0.17243316943544162,0.45401770404629443,0.12508638404770106,0.09878875408831284,0.10732899797024137,0.5977278050335711,0.1894848493073606,0.12084053528727776,0.15947161380685054,0.486920135997807,0.20311944415504016,0.12076195183715242,0.14965336201010343,0.4022593470037242,0.07752520784222286,0.06630882233783614,0.10244924440867775,0.7016157345607995,0.08840116690435076,0.09268811605434649,0.08945057563245633,0.661068321749722
4,2,0.34167096926915796,0.09251160745164297,0.0567904636223205,0.4547235845185864,0.16964794846866565,0.08168956493346116,0.058886640327881344,0.6164010808618627,0.3112731315466105,0.08350260038764507,0.061115885151505164,0.47595366531519606,0.37280511801905214,0.0801188318924993,0.05748238552354913,0.39692528184023634,0.2719262840713587,0.12301794233450017,0.048962413876175455,0.47089289638494697,0.32584036480049594,0.11913393223961748,0.062164233323339924,0.4239515959625716,0.1617441773063291,0.14906389322834648,0.0651549140434703,0.5776479531675502,0.18474921909360872,0.09577494951460612,0.08521810812803261,0.5724863159241083,0.32512598667988646,0.10105079314046615,0.06714669849568253,0.45087282273721185,0.2019351295830102,0.06445237643721086,0.05618558860510975,0.6357431424222475,0.1567702912563308,0.14257433966079092,0.06485505224882296,0.5879018565222534,0.22091465408970032,0.1008821496283682,0.05873187822510078,0.48542222382762756,0.21057933408151533,0.10186602869251582,0.08424099884614247,0.5773420138809994,0.497678143989658,0.015484790397695585,0.013883965132796824,0.1501303577815188
4,3,0.13571347534667688,0.06197728327352653,0.04382532369726903,0.7327078655708863,0.11234103785673737,0.050543651107183674,0.08245296007426922,0.711302762567473,0.0902594994095542,0.04404262560675305,0.0479806210819403,0.7466366120389516,0.10474003861838992,0.0392784955391524,0.04219601681510663,0.7892434967369855,0.2917179204004623,0.11149161906120345,0.07443699128869545,0.46454438583348223,0.27411990793251345,0.13578079807191462,0.07042668261555131,0.48410131111914356,0.2411636212534754,0.13775592153561156,0.06993270035076021,0.5296185755539264,0.12036568115343486,0.028817696992343822,0.048244303081571266,0.7080401199882157,0.17577986831719247,0.12731756196860508,0.1007276809527724,0.5496566051413458,0.1410295106232783,0.10062910602072858,0.04445437475206002,0.681996385878812,0.22678480687569902,0.08197577309751271,0.06484025813511274,0.599944200895739,0.26145175746208493,0.11134612504616867,0.07595822664657324,0.5003330174668676,0.07292543142511788,0.040328820950968416,0.05899749166183321,0.7752552194587975,0.10724005365544437,0.06267827205401426,0.040261021524268414,0.7656228651216106
4,4,0.2539267191676508,0.07524216826753519,0.04784835733682774,0.5829718700220023,0.1167443132387005,0.06459940938088955,0.07166542732217071,0.7041677781780485,0.1390821090655635,0.062381022984729556,0.07536152893665592,0.6569603135105067,0.3290934927055268,0.0717397525939396,0.0373260024635037,0.5388321700724656,0.375030543789049,0.10544539825469544,0.06673238193754467,0.3780707578482665,0.393156120521062,0.10534032621838096,0.056059974564984315,0.39480511725979983,0.345066565075471,0.10722250632550798,0.06360278195926544,0.4564314803384675,0.15296434941298975,0.08096982911047547,0.05843353651906443,0.6575815713165818,0.34163588937889827,0.10520487376739635,0.051760783736259586,0.4720442042410377,0.10031995283989219,0.06586443765804129,0.0789048079575795,0.715870391645304,0.2565543074427432,0.1108664115330762,0.07772624789943586,0.49595150351759826,0.37208189268326153,0.10970649225590862,0.052795412141435266,0.41489141405039454,0.12214364101319646,0.07565695618128146,0.062300031426165844,0.7023448214763424,0.2512612409496812,0.04603796905973871,0.0496206877157708,0.5558479594386022
5,1,0.5143298546346027,0.05627521882809917,0.025981958790041376,0.33267421023214194,0.49422659079686293,0.06818049140418864,0.02360658049779223,0.1608032388628933,0.7124045886406559,0.012221533618836163,0.004748481101558312,0.011622438124213028,0.4159198366838778,0.021458288278385064,0.01167325622530542,0.03883489647397828,0.7689323199734266,0.018783089192124847,0.003799040899482218,0.007201210791864371,0.6630220787947052,0.06352076754134373,0.02232722538393208,0.054736758509927444,0.7881552507238975,0.03960077970486136,0.02081602551853047,0.06305759271152067,0.7443104280245328,0.056061914966351725,0.028220131367129996,0.0790335912212046,0.414532768725206,0.09230394880388665,0.05720464880974489,0.20192535573642914,0.7017847454028282,0.07690609015722254,0.04360554464247759,0.1504832015251905,0.30593469272166224,0.054860162390155925,0.046926296019260544,0.18768548537693236,0.5400781009821137,0.07606055580173099,0.029722155695094753,0.06365417188250994,0.5907679928187529,0.0881960640148831,0.04968190963131346,0.18138656074276366,0.7109779007095256,0.058949992730049694,0.031738793741211,0.14757117875269046
5,2,0.1845861558068593,0.06097104525012736,0.03884459045737641,0.6790175846402501,0.5136631950698691,0.06597836389370672,0.02993108932477417,0.1653815521663414,0.45611599138771874,0.09470065799355148,0.06477030082650022,0.1625434170311547,0.4701076907444831,0.1356039650038289,0.0884510827323872,0.21912366020880586,0.7339043089284555,0.023085206952538215,0.009285057599588097,0.024024801217447322,0.6089421710458105,0.07919399383543847,0.038585283972951065,0.08798683770364399,0.4787587151596183,0.0942984525714726,0.06581157610597155,0.2250509873962805,0.441820268775866,0.1005341992955646,0.07680060260375561,0.28223097000877906,0.27904002673483674,0.0973423967193344,0.09328876474878853,0.24325967168806858,0.5800490981708426,0.04659280065761304,0.04873264337036843,0.1255206561696108,0.32067770332390305,0.11546953552291069,0.09831059489509607,0.2200325152918305,0.47108517813776973,0.0556367453008033,0.03207039529580009,0.08180680521333972,0.3659920583358479,0.09760308636480948,0.0769708348244732,0.28890355449824967,0.26609114118900984,0.08471513413999354,0.07501003686840277,0.4627508314282903
5,3,0.2768230957545442,0.052745102331066177,0.037993318466183826,0.5635614821548289,0.5750424584157332,0.03310041814190053,0.01648840663435761,0.0695295549041978,0.5809190811664882,0.016488842947210897,0.01130014368566884,0.026471970864192063,0.39981331870245373,0.013402553264023332,0.006788157118620347,0.01490647183628122,0.7305103702971346,0.022487209283810247,0.008187073217592425,0.016274390757020668,0.6343768696343293,0.046590901800367845,0.01763905705089071,0.03265325510373134,0.4955949106635988,0.08751536063269408,0.05507746550277281,0.2108669636458611,0.3516858513281656,0.028751317550950752,0.0219357347507267,0.0923166016987037,0.24578259471694577,0.08536481496863518,0.07521827584384604,0.24671376449948373,0.3121497325812866,0.08671534929284308,0.07784470831132839,0.26365418875664737,0.23577675732731215,0.07794987098826858,0.0698213198012705,0.23464226007806926,0.38217611817278246,0.07568206495225113,0.05379039863068782,0.15094524033215762,0.3463979200285217,0.08498358285574437,0.06734159550272516,0.2516603239293187,0.2749727371919267,0.07893842017666448,0.06345172259522738,0.40684435613692616
5,4,0.28715561692249686,0.06269259552087865,0.04331019848861518,0.5368527519672976,0.7348843579929495,0.0343724157101611,0.012073835936078383,0.04069133639271754,0.7422448880276531,0.009759149035844754,0.005387822999987595,0.010361126588017647,0.4591291197563353,0.01033710406958371,0.00618667010407531,0.011327296647961366,0.8203125346993608,0.013863629205605403,0.005426766524270009,0.012380879984189307,0.7067402980673237,0.047160941617708514,0.022766158918156774,0.04034791566655029,0.6189397069480634,0.07307349368235819,0.05770871058309467,0.1657589740030384,0.3498834181852737,0.07677257433480587,0.06959844306921852,0.27065526486224983,0.5020430982914355,0.1042565599780876,0.095813556291107,0.21819202402407328,0.31840429217651106,0.09688345508293963,0.11183433904329645,0.3238993797569604,0.42644722357115067,0.1010280058265429,0.09516010778299919,0.27225449339822105,0.5611264417028328,0.06768074575541225,0.05989571516286476,0.15009390818604684,0.4581174209653531,0.07711073320681469,0.059585175622323114,0.241797570543021,0.29476325907515916,0.08511594959286371,0.08121974207068404,0.42487754153850277
6,1,0.4598799511170089,0.15763876520948572,0.12509003094826404,0.18214273474584,0.6176757551444628,0.14496057904372428,0.082583275519335,0.08713578737502763,0.4466356331060764,0.007840696813007333,0.0025285320325902777,0.003947524663639818,0.346649396215257,0.16415622570712562,0.14760741956446125,0.2653812555590278,0.5331467252605532,0.13452013941475993,0.10029931726330855,0.1615005609808967,0.6161515257613825,0.11222502745262647,0.06184074819351893,0.09915744866029583,0.293695448358008,0.10720815990654184,0.11478669125476887,0.2395263776438247,0.33393115784985283,0.11417280868436273,0.11182370329732953,0.28996209774624304,0.6227727589562468,0.19571374306500638,0.054823785628090003,0.10308105207905732,0.34877008399198983,0.16698453353580062,0.15569252739738235,0.27278407249067876,0.24993309919671503,0.12077414872255417,0.17102922024254263,0.3598632390019223,0.391984075862931,0.020125235902177768,0.027316649085149088,0.05181852435969121,0.536227951269208,0.06217883224050562,0.06553130069066779,0.16930963012548825,0.5753902650718252,0.09822800754037134,0.08472586839233481,0.1093514914054574
6,2,0.4618553303644785,0.17616404301425526,0.09574789271896471,0.17150564144383051,0.6891902922351508,0.12035332424014429,0.04835818468407065,0.05885623784499382,0.5062769615872097,0.010617863103597403,0.0033757488041617194,0.0061737678450133684,0.3664750945483192,0.16786782371771625,0.12371031304799637,0.2381776442299517,0.5558595883124916,0.08765779382099356,0.05404332256286657,0.1108216687899704,0.43869556011437183,0.02473152404936125,0.012891398589538377,0.01607684167011327,0.4018156245189007,0.10895980851928846,0.08707842360919829,0.21047479478867304,0.6136815824161888,0.04991870435849319,0.030013703723598722,0.08680031137333652,0.5814128336767975,0.2155386264714519,0.06270317471775129,0.10904383189814053,0.317158906714247,0.12968905048429036,0.18509299358914444,0.2849407300689204,0.2695752534526265,0.14128494596948515,0.1598472326937661,0.34981608995159597,0.32286961091326905,0.07721362277408281,0.10397124351934425,0.17992048188020465,0.5789201471161103,0.038083701143033784,0.028243415755920424,0.0868705799479809,0.7575373757350952,0.11453186889035395,0.020771053388123763,0.024271063294577386
6,3,0.5194729725038697,0.06280116412342568,0.03582164751757966,0.056343818440856404,0.5675188305624751,0.06395791484460064,0.030413882939234412,0.040754491280696914,0.4249675285629451,0.020597547346905675,0.009947358018069547,0.017577816834666193,0.43743243301585516,0.04468940468051464,0.02837639107918993,0.05498303760501908,0.6011618312107412,0.07672457883435255,0.04007855468319926,0.05295062755138173,0.4318914076153815,0.04500896600182229,0.021538112482919165,0.02404051851902169,0.515031250033398,0.03014243904761351,0.014785414750341681,0.021106206167926217,0.5174400961168034,0.05948040316963366,0.03476696098932311,0.0643400350844964,0.5799159474446945,0.0396195221661655,0.00999659280387992,0.01476505822989698,0.5892074183791017,0.09509527494588055,0.0619535626218561,0.1039926807530935,0.41698737922295304,0.04415819847527544,0.028284014041732773,0.04838742851597197,0.5096868488429688,0.04431256089584767,0.029212020199587158,0.05083688879233081,0.4989401958631495,0.013896835411161925,0.00852908742653994,0.015757374666449893,0.7076821970440687,0.06011819655466184,0.020800963089354613,0.025969520929651227
6,4,0.5306966966007388,0.041241529615136,0.018759041065534325,0.026844824106092582,0.5209820804750378,0.07637315258205966,0.04416670637684036,0.058761588455654976,0.359102236353809,0.013298065540425905,0.005871884256939558,0.009199516327837543,0.3555637362160719,0.04720198174890566,0.03048905835138871,0.059299533610289314,0.5943419105948358,0.06727537395219912,0.038046814409806354,0.06026356072768642,0.3639896446340768,0.051133483946592714,0.031126634463159948,0.042996721068323904,0.4229122346756805,0.026333685677132082,0.015168648077688736,0.02157563579197195,0.4505914429985659,0.032138359389310346,0.017162017670281495,0.03185811808333064,0.4152129432799957,0.0466897839302245,0.013938175180659935,0.020566890757416634,0.43457814962393665,0.08211544535188371,0.09586052494749957,0.13813298909066046,0.34371211193694373,0.04908249957028066,0.039213951639528385,0.07469351968788424,0.4606346988252763,0.0748906777881802,0.07821573657567224,0.11303895352029018,0.2627499649133019,0.016982200179934948,0.012660900890231388,0.029060877514520637,0.5656674063856423,0.09126508603052202,0.04072621864110806,0.06727942017076739
7,1,0.4948832808314724,0.1460897789008198,0.08262804015658039,0.0823099867587698,0.5320683851489356,0.06199661716671524,0.024770704245724962,0.03865281755791565,0.3900287248055684,0.018755973974866547,0.009924844918585928,0.015506011071078579,0.37711767032416027,0.04402499715303978,0.01530789193053947,0.023687804564524365,0.6704516006296489,0.11275986265723631,0.036675995445688954,0.05032500232396838,0.721567738675637,0.15159799045164532,0.022677343624325382,0.026692015884244778,0.4863351853354847,0.10543364585525113,0.06491295573566108,0.1030667788436091,0.7224161606559293,0.11203025518087228,0.027012494259266988,0.029555066795142353,0.3971526854384577,0.036090107277526914,0.021805731135867524,0.023876504392905958,0.4510112464005068,0.05903798911167949,0.03438452698403208,0.04718379210179577,0.36852528033594434,0.027045723413113287,0.01745149235329308,0.018184416402144896,0.35220867213637036,0.0935366326643122,0.08076386606474376,0.09414205247649352,0.33362096277268144,0.04346621768202366,0.03854387775402611,0.06209141337567727,0.3302510473739915,0.04845219883478487,0.042982065942076535,0.044527869664721706
